N,P,K,temperature,humidity,ph,rainfall,label
140,64,160,20.27,38.66,5.45,88.35,millet
31,134,189,26.57,57.23,7.05,64.5,groundnut
37,57,102,20.91,69.12,6.57,184.84,sugarcane
114,95,204,19.17,61.55,5.64,101.27,maize
112,101,46,25.99,46.83,7.74,57.26,cotton
136,61,26,20.99,58.88,6.12,110.5,peas
12,50,61,38.06,51.26,6.81,97.64,cotton
125,14,202,18.82,46.37,6.36,60.92,wheat
2,98,197,32.25,59.9,7.17,76.86,groundnut
128,138,21,10.54,47.92,6.71,93.61,barley
4,109,169,19.87,58.55,6.71,117.3,peas
42,83,204,10.12,48.24,6.84,94.5,barley
61,37,132,23.84,79.75,5.72,221.61,rice
2,63,203,11.61,52.03,7.12,118.96,peas
42,11,46,29.59,74.4,6.54,112.91,soybean
53,32,164,14.09,46.24,6.77,63.84,barley
136,56,59,18.43,63.87,6.33,84.17,peas
15,64,144,20.84,46.12,6.77,59.68,millet
4,129,177,22.49,71.54,6.27,156.26,rice
53,98,176,28.79,83.93,6.56,204.09,rice
62,114,83,26.89,83.84,7.12,144.55,sugarcane
40,75,50,25.62,50.92,7.41,80.69,maize
136,9,55,15.18,40.76,6.74,73.69,barley
118,93,152,15.75,50.11,6.29,118.13,peas
119,115,131,34.91,84.04,6.79,208.84,rice
66,72,121,24.51,86.33,6.07,217.8,rice
114,140,70,25.67,54.66,6.65,120.76,maize
26,103,155,24.03,63.35,7.02,131.94,sugarcane
30,111,43,20.49,79.18,6.75,84.13,soybean
83,74,65,26.34,67.23,6.34,57.4,groundnut
10,70,39,28.56,89.71,6.67,259.0,rice
118,135,76,20.58,64.39,5.56,78.98,maize
58,125,55,24.49,53.19,6.17,89.29,peas
106,14,143,23.99,59.78,7.33,105.15,maize
23,124,146,18.58,53.6,6.6,96.91,wheat
98,109,131,21.53,41.37,6.59,73.6,barley
51,115,59,27.85,49.04,6.46,46.6,millet
50,87,110,23.93,61.24,6.71,68.85,peas
19,58,17,24.93,58.14,6.99,101.12,wheat
102,92,10,19.43,57.2,6.27,94.08,wheat
126,88,147,33.15,71.07,6.25,165.76,sugarcane
29,60,55,26.17,61.87,6.06,136.3,soybean
80,38,194,22.22,59.83,6.01,65.47,peas
14,136,77,22.56,68.11,7.16,87.16,peas
54,71,49,29.64,59.25,6.92,97.26,maize
131,29,129,28.09,70.71,6.11,275.58,rice
26,24,204,17.01,52.93,6.86,52.82,wheat
41,58,72,27.28,73.9,5.74,175.51,rice
83,106,49,32.95,85.75,6.13,192.58,rice
77,104,52,34.15,69.28,7.24,112.09,sugarcane
116,68,199,14.72,41.5,6.76,89.55,barley
79,105,61,10.74,41.0,6.61,47.98,barley
107,75,25,19.79,59.19,6.19,52.33,wheat
109,100,18,26.29,41.51,7.53,59.61,cotton
23,140,20,22.76,67.22,7.29,128.77,maize
67,116,122,21.82,53.75,6.44,74.84,peas
68,7,83,29.03,68.3,6.27,140.13,sugarcane
19,99,168,29.29,66.8,7.14,98.44,maize
138,106,186,21.54,76.68,6.72,111.46,soybean
117,6,55,28.75,64.62,7.17,135.96,soybean
24,24,172,34.72,41.3,7.18,94.16,cotton
16,67,115,26.24,80.49,5.78,209.17,rice
9,46,167,18.47,67.87,7.45,79.12,peas
44,115,22,18.42,43.15,6.89,112.13,wheat
123,121,40,24.38,52.66,7.17,120.96,maize
76,91,187,25.68,71.47,6.17,100.39,soybean
62,97,187,28.97,77.45,6.96,159.18,rice
63,40,172,20.67,62.63,5.88,77.44,maize
85,106,172,23.69,82.7,6.36,186.98,sugarcane
63,125,164,35.61,47.44,6.67,76.69,cotton
124,45,14,30.31,88.27,6.69,266.76,rice
108,19,90,18.11,51.64,6.13,83.16,maize
136,106,165,23.38,78.25,6.49,223.81,rice
34,15,5,34.75,52.33,7.3,115.23,groundnut
91,39,76,34.0,33.67,5.65,36.84,millet
97,142,204,36.39,54.04,6.47,88.4,cotton
77,35,37,32.27,61.89,6.03,132.27,sugarcane
45,76,64,20.73,69.69,6.75,75.72,peas
69,96,108,33.38,71.88,6.93,149.09,sugarcane
39,58,44,25.16,65.94,6.9,63.46,groundnut
126,137,34,35.76,48.71,7.31,58.89,cotton
58,80,179,13.86,58.57,6.86,98.68,wheat
134,93,52,17.76,65.62,6.45,84.35,peas
76,36,167,23.85,69.26,6.07,130.31,soybean
135,124,61,28.58,55.5,7.02,50.81,groundnut
70,137,18,26.8,51.08,6.71,79.01,groundnut
119,126,148,20.49,49.33,6.18,61.85,millet
76,67,46,20.13,68.22,6.88,113.16,soybean
20,40,154,19.42,32.28,6.15,60.93,barley
117,120,157,23.76,63.19,6.26,141.79,maize
92,26,99,20.47,48.18,6.64,96.35,wheat
93,28,36,26.59,72.95,6.03,152.99,rice
137,94,115,23.76,64.81,6.52,75.02,peas
16,63,67,30.87,48.7,5.7,87.28,millet
127,94,109,20.64,43.16,6.67,57.43,millet
40,63,92,27.0,68.46,7.04,61.56,groundnut
25,33,166,13.02,38.74,6.49,76.86,barley
25,63,54,23.75,31.75,5.59,47.96,millet
68,138,83,27.14,54.43,6.18,105.73,groundnut
29,47,127,24.02,56.8,7.14,80.3,peas
7,141,160,23.46,32.9,6.33,68.77,barley
137,38,94,15.4,33.2,6.99,55.53,barley
35,135,200,29.67,53.67,7.04,119.04,groundnut
5,82,92,31.74,40.7,6.54,87.21,cotton
108,38,41,17.21,64.92,7.18,109.89,peas
78,21,85,27.99,78.37,6.47,122.57,soybean
18,36,115,24.93,31.98,6.1,69.6,millet
16,140,105,15.46,40.96,7.01,71.52,barley
39,56,201,16.36,30.51,7.49,45.33,barley
81,25,69,27.7,83.05,6.69,154.73,sugarcane
86,123,194,29.99,34.83,6.44,84.49,millet
61,40,33,30.37,50.26,6.57,117.92,groundnut
72,52,115,23.44,61.26,6.77,148.59,soybean
36,129,70,28.13,41.92,6.46,67.44,millet
48,65,5,18.98,63.62,7.08,70.83,peas
64,132,96,39.1,46.72,7.48,52.4,cotton
30,20,171,23.68,72.92,7.43,128.37,soybean
21,61,178,29.41,63.04,7.08,135.18,sugarcane
3,97,77,25.5,69.49,7.42,111.02,groundnut
70,120,120,34.87,43.11,6.05,53.18,cotton
35,50,198,26.39,72.0,7.42,128.43,sugarcane
45,8,74,33.31,81.47,7.19,136.76,sugarcane
80,43,25,24.65,42.19,6.36,108.56,wheat
131,15,58,34.33,62.24,7.31,110.81,groundnut
27,78,120,24.49,51.08,6.63,82.96,wheat
50,81,92,21.25,38.53,6.16,67.66,barley
96,53,94,21.31,39.23,6.31,78.91,barley
106,117,126,17.06,52.07,6.54,100.84,peas
87,66,86,29.18,67.72,7.02,143.13,maize
77,76,118,34.25,67.25,7.23,163.18,sugarcane
34,18,135,20.15,61.68,6.36,123.99,soybean
2,106,24,26.3,66.06,7.29,84.03,soybean
90,54,12,23.55,53.16,6.51,68.64,wheat
97,109,144,27.13,66.81,6.33,143.96,maize
17,136,106,16.69,41.05,6.75,42.32,barley
50,71,187,29.14,60.56,7.28,133.63,sugarcane
22,105,64,32.27,60.74,6.71,109.31,sugarcane
13,14,174,33.76,41.42,7.93,83.49,cotton
136,85,199,21.94,51.42,7.02,79.95,maize
5,105,51,27.2,65.0,6.94,79.23,maize
25,75,121,28.79,48.65,5.79,36.35,millet
127,77,141,29.84,52.83,6.2,84.22,maize
44,29,5,30.78,79.5,5.85,281.93,rice
45,14,154,35.63,57.33,7.46,87.28,cotton
57,101,82,34.54,34.43,5.25,50.52,millet
75,123,64,20.98,51.1,6.94,93.73,peas
8,117,119,31.88,30.33,6.57,63.08,millet
87,13,93,26.79,57.02,6.93,87.22,groundnut
21,81,78,20.48,73.69,6.28,148.42,soybean
79,15,174,20.52,84.57,6.34,127.63,sugarcane
7,78,90,12.64,39.02,6.96,45.48,barley
51,128,149,36.84,50.04,7.96,71.49,cotton
71,55,83,28.64,78.8,6.39,116.7,soybean
119,120,181,25.0,65.72,7.28,155.61,sugarcane
85,106,24,22.13,62.45,6.97,108.37,maize
81,26,82,22.37,35.0,6.17,60.91,barley
38,83,124,33.03,49.65,5.97,35.7,millet
51,47,72,32.93,53.43,6.33,50.56,groundnut
110,68,70,28.39,41.29,6.08,52.47,millet
75,134,152,23.77,53.57,6.11,97.88,peas
83,105,148,26.42,61.27,6.96,84.15,maize
22,13,55,14.77,49.71,7.47,46.22,barley
63,104,204,11.9,40.13,7.21,84.3,barley
134,89,87,11.43,56.27,6.35,92.79,peas
131,23,166,26.37,78.95,6.34,80.5,soybean
40,53,106,26.44,57.66,7.59,84.47,cotton
121,101,133,20.23,49.52,6.25,37.73,millet
31,100,23,29.66,30.8,6.46,39.85,millet
21,115,78,34.57,52.97,6.42,66.2,groundnut
107,11,6,30.25,43.85,7.4,58.13,cotton
41,119,50,21.2,51.35,7.14,63.64,wheat
20,74,58,36.35,59.47,6.93,51.6,cotton
9,62,89,19.74,67.43,6.54,73.97,maize
75,118,54,30.04,50.55,6.93,72.25,cotton
128,100,82,30.51,62.18,6.45,174.96,sugarcane
81,101,160,23.43,81.89,7.13,186.36,sugarcane
137,12,88,29.85,61.71,6.52,117.22,groundnut
30,52,91,24.04,50.0,7.27,53.53,wheat
129,13,172,33.27,30.29,6.55,89.75,millet
80,89,122,33.93,56.13,7.43,84.94,groundnut
101,56,22,22.89,46.84,6.68,81.97,millet
33,124,43,17.25,51.39,6.62,111.65,peas
32,18,200,27.24,64.44,7.36,138.94,soybean
96,55,68,20.13,45.35,6.38,65.93,wheat
38,78,132,31.9,43.29,6.76,59.55,cotton
32,24,82,31.89,68.5,7.21,54.2,groundnut
93,145,103,22.45,69.69,7.39,125.48,soybean
119,103,31,15.59,42.47,6.6,91.98,barley
20,88,139,20.33,69.09,6.15,192.6,sugarcane
27,143,102,22.82,58.08,6.41,75.9,wheat
56,56,42,32.7,84.72,6.21,129.11,sugarcane
136,33,176,21.36,37.32,6.38,95.57,barley
87,130,136,34.03,34.53,5.86,54.1,millet
118,106,180,25.36,83.37,6.74,159.08,rice
98,24,172,22.3,86.02,6.35,275.28,rice
20,31,146,28.72,38.08,5.89,61.59,millet
74,58,7,17.43,57.42,6.48,60.76,peas
110,63,48,15.82,56.21,6.85,67.03,peas
71,129,45,25.78,63.27,6.89,80.42,groundnut
94,102,20,36.75,59.64,6.47,51.12,cotton
8,114,116,25.63,62.83,6.69,102.68,soybean
66,20,161,31.73,80.71,6.12,207.69,rice
0,11,160,22.69,60.61,6.11,106.6,peas
5,44,22,19.44,58.36,7.16,73.42,wheat
133,12,118,12.67,44.96,7.48,81.48,barley
93,61,144,25.59,56.09,6.49,107.37,groundnut
59,72,199,29.16,70.46,6.22,229.64,rice
105,131,124,26.29,78.87,6.57,110.31,soybean
20,76,26,25.86,74.24,7.15,192.4,sugarcane
5,106,205,10.87,62.82,6.23,108.18,peas
40,92,174,24.62,79.59,6.26,137.14,soybean
53,140,126,24.76,35.13,6.01,33.91,millet
127,38,180,17.7,58.78,6.07,97.61,peas
138,128,182,24.72,53.75,7.12,112.53,peas
46,73,18,13.58,68.62,6.08,66.16,peas
24,36,155,28.92,65.85,6.97,87.03,maize
76,127,62,32.18,39.56,5.9,34.53,millet
15,7,148,26.71,68.38,5.75,86.97,maize
80,142,15,32.34,87.92,6.41,277.82,rice
60,87,79,25.07,41.03,6.31,86.91,cotton
7,143,134,37.74,42.7,6.44,71.75,cotton
28,74,43,37.97,48.6,5.63,60.97,cotton
139,83,79,34.01,59.74,6.07,87.56,groundnut
18,44,131,25.97,62.19,6.02,98.19,soybean
28,26,115,28.18,45.34,6.27,68.41,millet
7,134,201,34.76,38.53,5.26,59.8,millet
14,137,158,18.28,68.45,7.42,99.07,maize
16,52,154,26.1,38.0,6.58,77.29,millet
104,119,91,26.32,41.66,5.28,40.67,millet
82,101,12,14.91,63.85,7.36,98.39,peas
69,9,40,23.56,68.59,7.2,108.54,peas
33,102,84,30.29,63.45,6.05,115.68,groundnut
69,128,127,16.51,33.81,7.46,86.44,barley
7,20,138,15.36,54.64,6.74,67.5,peas
98,28,127,34.13,54.49,7.03,108.37,groundnut
39,114,204,30.68,59.94,6.53,118.01,groundnut
4,53,63,28.47,83.38,6.47,177.46,sugarcane
125,57,41,21.33,59.06,6.38,96.77,wheat
66,115,69,10.07,58.46,6.07,116.7,wheat
23,33,89,29.97,51.1,7.18,87.54,groundnut
115,21,176,26.9,62.93,6.3,135.65,maize
52,63,174,16.72,58.16,6.76,78.88,wheat
62,50,77,26.37,46.14,7.13,98.68,cotton
125,114,76,17.42,61.63,6.15,111.9,peas
63,98,199,31.32,51.8,7.63,84.99,cotton
59,10,115,22.31,62.15,6.38,99.11,soybean
28,78,117,22.19,75.83,6.62,101.84,soybean
22,45,102,22.3,77.21,7.37,112.04,soybean
27,15,42,22.23,78.68,6.14,82.48,soybean
65,126,161,14.36,36.84,6.11,41.13,barley
49,142,103,24.93,40.73,6.62,53.48,barley
63,124,82,24.27,42.79,5.46,58.89,millet
43,26,61,21.1,55.91,7.41,100.31,peas
28,36,125,27.99,61.92,6.57,117.53,soybean
57,138,30,33.45,54.53,7.5,61.27,cotton
136,98,188,25.55,58.04,7.82,53.55,cotton
107,26,25,10.05,43.12,6.24,78.55,barley
46,8,183,21.29,36.02,6.97,67.81,barley
131,108,113,18.74,60.75,6.72,147.71,maize
69,80,102,38.02,56.15,7.28,56.28,cotton
118,137,144,27.7,52.8,7.82,96.36,cotton
117,108,98,31.9,50.69,7.02,73.77,groundnut
53,145,148,15.45,44.82,6.08,97.42,barley
65,88,18,28.98,44.67,5.53,64.9,cotton
22,13,67,25.1,36.1,5.93,33.78,millet
67,41,88,32.42,86.62,6.15,214.87,rice
3,46,6,20.76,71.03,6.82,114.88,soybean
30,71,57,23.18,84.2,7.18,157.06,sugarcane
139,85,14,26.1,57.22,6.12,97.8,cotton
61,141,104,22.92,49.16,7.01,99.5,barley
1,128,17,15.19,50.22,6.67,63.41,wheat
64,49,60,13.51,52.09,6.0,51.47,wheat
127,87,114,25.92,83.87,6.28,120.55,sugarcane
89,131,129,24.53,54.31,6.38,104.45,wheat
71,85,45,29.56,54.59,6.96,117.01,groundnut
38,56,5,32.45,69.3,7.03,104.35,groundnut
123,57,93,21.2,37.43,6.48,53.04,barley
37,102,11,19.59,48.06,6.17,46.17,barley
13,92,136,20.26,44.99,6.18,80.34,millet
44,16,205,21.33,43.13,6.46,87.4,wheat
26,127,43,26.8,75.57,6.45,227.59,rice
135,75,137,21.13,57.46,6.54,107.48,wheat
44,46,95,18.92,58.44,6.1,116.44,wheat
58,57,30,28.23,73.3,6.83,275.23,rice
106,38,30,15.57,30.78,7.33,98.09,barley
18,67,167,11.03,50.96,6.48,100.06,peas
100,123,149,24.11,42.79,6.17,55.48,barley
57,26,74,29.7,78.95,7.28,137.17,soybean
113,35,47,25.64,64.44,7.49,115.26,groundnut
51,145,158,17.51,55.08,6.68,53.43,wheat
129,30,148,26.0,83.92,5.89,176.92,rice
2,144,109,28.93,45.01,5.05,84.21,millet
12,15,155,30.11,66.8,7.43,104.56,groundnut
102,44,109,26.07,74.14,6.03,134.82,soybean
115,100,52,30.34,44.71,5.19,34.92,millet
